rna_name	chr	strand	start_pos	end_pos	gene_name
NM_001271814	chr1	-	20439142	20446059	PLA2G2D
NM_001360869	chr1	+	20465815	20476874	PLA2G2F
NM_001316722	chr1	-	20489547	20503932	PLA2G2C
NR_110078	chr1	-	20510735	20512979	UBXN10-AS1
NM_152376	chr1	+	20512588	20522543	UBXN10
NR_147205	chr1	+	20569587	20571147	LINC01757
NM_001039500	chr1	+	20617367	20686011	VWA5B1
NR_033887	chr1	-	20686293	20755287	LINC01141
NM_018584	chr1	-	20808883	20812703	CAMK2N1
NM_024544	chr1	-	20825940	20834644	MUL1
NM_207334	chr1	+	20879065	20881513	FAM43B
NM_001785	chr1	+	20915589	20945396	CDA
NM_032409	chr1	+	20959950	20978004	PINK1
NR_046507	chr1	-	20969149	20978686	PINK1-AS
NM_005216	chr1	-	20978259	20988037	DDOST
NM_001287212	chr1	-	20990506	21044500	KIF17
NM_001103161	chr1	-	21046223	21059196	SH2D5
NM_001372052	chr1	-	21066758	21113800	HP1BP3
NM_016287	chr1	-	21069171	21113165	HP1BP3
NM_001198801	chr1	-	21132784	21503390	EIF4G3
NM_003760	chr1	-	21132784	21437876	EIF4G3
NM_001198803	chr1	-	21267737	21494532	EIF4G3
NM_001113347	chr1	-	21543742	21606108	ECE1
NM_001113348	chr1	-	21543742	21671997	ECE1
NM_001113349	chr1	-	21543742	21616708	ECE1
NM_001397	chr1	-	21543742	21616956	ECE1
NR_038404	chr1	+	21619782	21626362	ECE1-AS1
NM_032264	chr1	+	21766629	21811498	NBPF3
NM_001369805	chr1	+	21835476	21904903	ALPL
NM_000478	chr1	+	21835915	21904903	ALPL
NM_001369803	chr1	+	21877762	21904903	ALPL
NM_001145657	chr1	-	21922713	21995850	RAP1GAP
NM_001145658	chr1	-	21922713	21978391	RAP1GAP
NM_001350168	chr1	-	22004790	22109642	USP48
NM_001330394	chr1	-	22005071	22109692	USP48
NM_001032730	chr1	-	22054338	22109692	USP48
NM_001013693	chr1	+	22138757	22151716	LDLRAD2
NM_001291860	chr1	-	22148736	22263803	HSPG2
NM_007352	chr1	+	22303514	22315847	CELA3B
NM_005747	chr1	+	22328149	22339035	CELA3A
NR_110692	chr1	-	22350486	22352541	LINC01635
NR_023918	chr1	+	22351683	22357717	LINC00339
NR_023919	chr1	+	22351996	22357717	LINC00339
NM_001791	chr1	+	22379201	22427853	CDC42
NM_044472	chr1	+	22379201	22417299	CDC42
NM_030761	chr1	-	22443805	22469590	WNT4
NM_001330398	chr1	+	22778343	22857650	ZBTB40
NM_014870	chr1	+	22778343	22857647	ZBTB40
NM_001006943	chr1	+	22889981	22916112	EPHA8
NM_020526	chr1	+	22889981	22930088	EPHA8
NM_015991	chr1	+	22963120	22966171	C1QA
NM_001347466	chr1	+	22963254	22966175	C1QA
NM_001347620	chr1	+	22970125	22974601	C1QC
NM_001371184	chr1	+	22979728	22988129	C1QB
NM_004442	chr1	+	23037330	23247993	EPHB2
NM_001309193	chr1	+	23037331	23247993	EPHB2
NM_001289974	chr1	-	23279535	23299359	LACTBL1
NM_001242521	chr1	-	23337326	23342345	TEX46
NM_015013	chr1	+	23345960	23410182	KDM1A
NM_001142546	chr1	-	23410515	23495351	LUZP1
NM_033631	chr1	-	23410523	23495349	LUZP1
NM_000864	chr1	-	23518387	23521222	HTR1D
NR_110616	chr1	-	23607801	23612011	LINC01355
NM_001297622	chr1	-	23631180	23670777	HNRNPR
NM_001077195	chr1	-	23685940	23696329	ZNF436
NM_030634	chr1	-	23685940	23694879	ZNF436
NR_033690	chr1	+	23695463	23698330	ZNF436-AS1
NR_033691	chr1	+	23695710	23698330	ZNF436-AS1
NM_003196	chr1	-	23707401	23751241	TCEA3
NM_001143778	chr1	-	23755055	23810672	ASAP3
NM_004091	chr1	-	23832929	23857725	E2F2
NR_110799	chr1	+	23848421	23854911	LOC101928163
NM_002167	chr1	-	23884416	23885992	ID3
NM_001348075	chr1	+	23953823	23967058	MDS2
NM_001199802	chr1	+	24018268	24022916	RPL11
NM_000975	chr1	+	24018295	24023325	RPL11
NM_003198	chr1	+	24069855	24088549	ELOA
NR_038280	chr1	-	24086871	24104787	ELOA-AS1
NM_020362	chr1	+	24104907	24114722	PITHD1
NM_007260	chr1	+	24117634	24122029	LYPLA2
NM_000403	chr1	-	24122088	24127068	GALE
NM_001008216	chr1	-	24122088	24127244	GALE
NM_001127621	chr1	-	24122088	24126037	GALE
NM_001166059	chr1	-	24128366	24151949	HMGCL
NM_000191	chr1	-	24128374	24151919	HMGCL
NM_000147	chr1	-	24171570	24194859	FUCA1
NM_001841	chr1	-	24197005	24239852	CNR2
NM_017761	chr1	+	24286317	24289949	PNRC2
NM_001191007	chr1	-	24290836	24306817	SRSF10
NM_152372	chr1	-	24382530	24438625	MYOM3
NM_021258	chr1	-	24446260	24469630	IL22RA1
NM_173064	chr1	-	24480661	24513779	IFNLR1
NR_027087	chr1	+	24526729	24538180	LINC02800
NM_001195010	chr1	+	24645846	24681808	GRHL3
NM_198174	chr1	+	24645846	24690970	GRHL3
NM_021180	chr1	+	24649529	24681808	GRHL3
NM_001199012	chr1	-	24683488	24741587	STPG1
NM_001199013	chr1	-	24683488	24740272	STPG1
NM_001199014	chr1	-	24683488	24740262	STPG1
NM_001322854	chr1	+	24739976	24799473	NIPAL3
NM_001322858	chr1	+	24742239	24799473	NIPAL3
NM_001330409	chr1	+	24742239	24792833	NIPAL3
NM_001322865	chr1	+	24742291	24781314	NIPAL3
NM_020448	chr1	+	24742291	24799466	NIPAL3
NM_001322857	chr1	+	24742514	24799473	NIPAL3
NR_045407	chr1	-	24822743	24828872	RCAN3AS
NM_001251979	chr1	+	24828833	24867530	RCAN3
NM_001251984	chr1	+	24828840	24863510	RCAN3
NM_001251977	chr1	+	24829325	24867530	RCAN3
NM_001251983	chr1	+	24829386	24863510	RCAN3
NM_001251978	chr1	+	24834083	24863510	RCAN3
NM_001251982	chr1	+	24840803	24863510	RCAN3
NR_109781	chr1	-	24865763	24882515	NCMAP-DT
NM_001010980	chr1	+	24882577	24935818	NCMAP
NM_001366581	chr1	+	24969792	24999772	SRRM1
NM_001303449	chr1	+	24970049	24999772	SRRM1
NM_001366596	chr1	+	24970069	24999772	SRRM1
NM_013943	chr1	+	25071937	25170810	CLIC4
NM_001031680	chr1	-	25226001	25291501	RUNX3
NM_004350	chr1	-	25226001	25256767	RUNX3
NM_207170	chr1	-	25548766	25558993	SYF2
NM_001321772	chr1	-	25568727	25664745	RSRP1
NR_135143	chr1	-	25568727	25574010	RSRP1
NR_135777	chr1	-	25568727	25594416	RSRP1
NM_020317	chr1	-	25568739	25573945	RSRP1
NM_001282870	chr1	+	25598976	25656936	RHD
NM_001282869	chr1	+	25598999	25656936	RHD
NR_135790	chr1	-	25629225	25664745	RSRP1
NM_014313	chr1	+	25664824	25688852	TMEM50A
NM_138618	chr1	-	25688739	25747405	RHCE
NM_001282564	chr1	+	25757348	25826698	MACO1
NM_018202	chr1	+	25757387	25826698	MACO1
NM_015627	chr1	+	25870096	25895377	LDLRAP1
NM_001289010	chr1	+	25943958	26112698	MAN1C1
NM_206926	chr1	+	26126683	26144712	SELENON
NM_001099627	chr1	+	26146396	26159433	MTFR1L
NM_001099625	chr1	+	26146444	26159429	MTFR1L
NR_024498	chr1	-	26146444	26150097	LOC646471
NM_019557	chr1	+	26146683	26159433	MTFR1L
NM_001099626	chr1	+	26147318	26159433	MTFR1L
NM_001287490	chr1	-	26158403	26185949	AUNIP
NM_024037	chr1	-	26160496	26185948	AUNIP
NM_178422	chr1	-	26187974	26197744	PAQR7
NM_001145454	chr1	-	26210669	26232910	STMN1
NM_005563	chr1	-	26226606	26232910	STMN1
NM_203399	chr1	-	26226606	26233368	STMN1
NM_203401	chr1	-	26226606	26232644	STMN1
NM_000437	chr1	-	26286257	26324554	PAFAH2
NM_004455	chr1	+	26348265	26362954	EXTL1
NM_032513	chr1	-	26363742	26372609	SLC30A2
NM_032588	chr1	-	26377795	26394125	TRIM63
NM_001243532	chr1	+	26437655	26452039	PDIK1L
NM_001243533	chr1	+	26438314	26452046	PDIK1L
NM_024869	chr1	+	26485569	26490453	FAM110D
NM_001364669	chr1	-	26490651	26495073	C1orf232
NM_001364667	chr1	-	26492198	26495073	C1orf232
NM_015871	chr1	+	26496398	26497364	ZNF593
NM_006314	chr1	+	26503981	26516375	CNKSR1
NM_198137	chr1	+	26517118	26529033	CATSPER4
NR_110698	chr1	+	26551810	26556331	ZPLD2P
NM_022778	chr1	+	26560690	26605299	CEP85
NM_001281518	chr1	+	26595769	26605299	CEP85
NM_031286	chr1	+	26606576	26608013	SH3BGRL3
NM_001077262	chr1	-	26608772	26633195	UBXN11
NM_145345	chr1	-	26608772	26644756	UBXN11
NM_001803	chr1	+	26644448	26647014	CD52
NM_001039775	chr1	-	26648349	26680621	CRYBG2
NM_173574	chr1	-	26688124	26699285	ZNF683
NM_024674	chr1	+	26737307	26756219	LIN28A
NM_001243565	chr1	+	26758772	26797795	DHDDS
NM_205861	chr1	+	26758811	26797795	DHDDS
NR_125953	chr1	-	26789247	26794028	DHDDS-AS1
NM_005517	chr1	+	26798930	26803133	HMGN2
NM_002953	chr1	+	26856251	26901516	RPS6KA1
NM_001330441	chr1	+	26869602	26901516	RPS6KA1
NM_001006665	chr1	+	26872332	26901516	RPS6KA1
NR_135804	chr1	-	27018400	27020622	LOC101928728
NM_006015	chr1	+	27022505	27108595	ARID1A
NM_017837	chr1	+	27114453	27124894	PIGV
NM_001202554	chr1	+	27114678	27124894	PIGV
NM_032283	chr1	+	27153178	27184095	ZDHHC18
NM_006142	chr1	+	27189639	27190947	SFN
NM_018066	chr1	-	27202622	27216774	GPN2
NM_022078	chr1	-	27216978	27226958	GPATCH3
NM_021969	chr1	-	27237979	27240466	NR0B2
NM_006600	chr1	+	27248233	27273362	NUDC
NM_152365	chr1	-	27276052	27286959	KDF1
NM_001013642	chr1	+	27320182	27327377	TRNP1
NM_052943	chr1	-	27331510	27339341	TENT5B
NR_046474	chr1	-	27425299	27481616	SLC9A1
NM_015023	chr1	+	27561122	27635127	WDTC1
NM_032125	chr1	+	27648635	27662891	TMEM222
NR_037577	chr1	+	27648735	27662891	TMEM222
NR_033926	chr1	+	27650364	27653016	ACTG1P20
NM_001193308	chr1	+	27668512	27680423	SYTL1
NM_004672	chr1	-	27681674	27693452	MAP3K6
NM_173452	chr1	-	27695600	27701343	FCN3
NM_001330448	chr1	-	27705665	27709823	CD164L2
NM_005281	chr1	+	27719125	27722317	GPR3
NM_006990	chr1	-	27730733	27816678	WASF2
NM_001029882	chr1	-	27860755	27930005	AHDC1
NM_001371928	chr1	-	27860755	27930655	AHDC1
NM_001042729	chr1	-	27938574	27953108	FGR
NM_005248	chr1	-	27938574	27961696	FGR
NM_001042747	chr1	-	27938800	27952751	FGR
NR_151722	chr1	-	27986838	27989233	LINC02574
NM_022873	chr1	-	27992574	27998703	IFI6
NM_001143912	chr1	+	28052471	28089627	FAM76A
NM_177424	chr1	+	28099729	28150954	STX12
NM_014110	chr1	+	28157292	28178186	PPP1R8
NR_002997	chr1	+	28160911	28161077	SCARNA1
NM_001286113	chr1	+	28199053	28213196	THEMIS2
NM_001105556	chr1	+	28199054	28213186	THEMIS2
NM_001355129	chr1	-	28218035	28241308	RPA2
NM_002946	chr1	-	28218035	28241086	RPA2
NM_001009568	chr1	+	28261465	28282991	SMPDL3B
NM_014474	chr1	+	28261510	28285663	SMPDL3B
NM_018053	chr1	+	28286483	28294604	XKR8
NM_001282561	chr1	-	28296854	28415148	EYA3
NM_001990	chr1	-	28296854	28415121	EYA3
NM_001282560	chr1	-	28303780	28415121	EYA3
NR_104214	chr1	-	28314983	28415148	EYA3
NM_001164721	chr1	-	28473676	28520447	PTAFR
NM_001164722	chr1	-	28473676	28520367	PTAFR
NM_001164723	chr1	-	28473676	28503201	PTAFR
NR_159454	chr1	-	28526789	28559540	DNAJC8
NM_178191	chr1	+	28562601	28564616	ATP5IF1
NM_016311	chr1	+	28562634	28564611	ATP5IF1
NM_031459	chr1	+	28586028	28609002	SESN2
NM_017638	chr1	+	28655550	28662476	MED18
NM_001048183	chr1	+	28696250	28826876	PHACTR4
NM_023923	chr1	+	28764660	28826876	PHACTR4
NM_001048199	chr1	+	28832454	28865708	RCC1
NR_036473	chr1	+	28832454	28837404	SNHG3
NR_030726	chr1	+	28832554	28865806	RCC1
NR_002907	chr1	+	28833876	28834083	SNORA73A
NR_004404	chr1	+	28835069	28835274	SNORA73B
NM_001048194	chr1	+	28844737	28865806	RCC1
NR_003109	chr1	+	28879528	28905057	TRNAU1AP
NM_017846	chr1	+	28879596	28905057	TRNAU1AP
NR_024127	chr1	-	28905049	28908385	SNHG12
NR_146382	chr1	-	28905049	28909495	SNHG12
NR_003077	chr1	-	28905254	28905334	SNORD99
NR_002987	chr1	-	28906275	28906405	SNORA61
NR_002976	chr1	-	28906892	28907024	SNORA44
NR_003035	chr1	-	28907431	28907565	SNORA16A
NM_152304	chr1	+	28918776	28921961	RAB42
NM_001193532	chr1	+	28919006	28921955	RAB42
NM_005644	chr1	-	28929361	28969579	TAF12
NR_146730	chr1	+	28969767	28975311	LINC01715
NR_146731	chr1	+	28969767	28975042	LINC01715
NR_004407	chr1	+	28975111	28975246	RNU11
NM_024482	chr1	+	28995295	29045864	GMEB1
NM_001173128	chr1	+	29063132	29096287	YTHDF2
NM_001172828	chr1	+	29063451	29096287	YTHDF2
NM_000911	chr1	+	29138681	29197779	OPRD1
NM_001166005	chr1	+	29213602	29446558	EPB41
NM_004437	chr1	+	29213611	29446553	EPB41
NM_001166006	chr1	+	29241087	29391733	EPB41
NM_001171868	chr1	-	29445936	29449013	TMEM200B
NM_001003682	chr1	-	29445940	29450415	TMEM200B
NM_005626	chr1	-	29474255	29508412	SRSF4
NR_146213	chr1	-	29519168	29557446	MECR
NM_005704	chr1	+	29563033	29653312	PTPRU
NR_110758	chr1	-	29656131	29676626	LINC01756
NR_110790	chr1	-	30486798	30510459	LINC01648
NM_002379	chr1	-	31184123	31196432	MATN1
NR_034182	chr1	+	31191618	31199593	MATN1-AS1
NM_006762	chr1	-	31205315	31230621	LAPTM5
NR_146732	chr1	+	31297498	31307131	LINC01778
NM_014654	chr1	-	31342312	31381605	SDC3
NM_001020658	chr1	-	31404352	31538564	PUM1
NR_004054	chr1	-	31408535	31408623	SNORD103A
NR_004054	chr1	-	31421964	31422052	SNORD103A
NR_003066	chr1	-	31441009	31441084	SNORD103C
NM_024522	chr1	-	31652591	31712734	NKAIN1
NM_004814	chr1	-	31732414	31769635	SNRNP40
NM_001282574	chr1	+	31769828	31837800	ZCCHC17
NM_001320996	chr1	-	31838099	31846135	FABP3
NM_004102	chr1	-	31838099	31845923	FABP3
NM_001199038	chr1	+	31882623	31907525	SERINC2
NM_001199037	chr1	+	31883020	31907527	SERINC2
NM_178865	chr1	+	31886059	31907525	SERINC2
NM_001199039	chr1	+	31886659	31907525	SERINC2
NM_018565	chr1	+	31886659	31907527	SERINC2
NR_034112	chr1	+	31971838	31974167	LDC1P
NR_027085	chr1	+	31984035	31989846	LINC01226
NM_001204414	chr1	+	32042085	32053287	TINAGL1
NM_022164	chr1	+	32042115	32053287	TINAGL1
NM_001204415	chr1	+	32043745	32053287	TINAGL1
NM_001525	chr1	+	32083300	32092919	HCRTR1
NM_001359651	chr1	-	32095462	32110218	PEF1
NM_012392	chr1	-	32095466	32110477	PEF1
NM_001856	chr1	-	32117864	32169618	COL16A1
NM_001364857	chr1	-	32192705	32229651	ADGRB2
NM_001294335	chr1	-	32192717	32229941	ADGRB2
NM_001281988	chr1	-	32256022	32281652	SPOCD1
NM_001369858	chr1	-	32372021	32403419	PTP4A2
NM_080391	chr1	-	32372021	32403969	PTP4A2
NR_073498	chr1	+	32479468	32509477	KHDRBS1
NR_073499	chr1	+	32479468	32526451	KHDRBS1
NM_001319677	chr1	+	32537631	32568467	TMEM39B
NM_018056	chr1	+	32538539	32568464	TMEM39B
NM_012316	chr1	+	32573656	32642164	KPNA6
NM_175852	chr1	+	32645275	32663886	TXLNA
NM_024296	chr1	+	32665986	32670991	CCDC28B
NM_001301011	chr1	+	32666195	32670988	CCDC28B
NM_001160042	chr1	+	32671271	32674283	IQCC
NM_001099434	chr1	+	32674694	32681797	DCDC2B
NR_133635	chr1	-	32680077	32687972	TMEM234
NM_001366191	chr1	-	32681800	32687954	TMEM234
NM_003757	chr1	+	32687184	32697205	EIF3I
NR_026850	chr1	-	32697260	32707311	MTMR9LP
NM_032648	chr1	+	32712822	32714457	FAM167B
NM_005356	chr1	+	32716865	32751766	LCK
NM_001042771	chr1	+	32739711	32751768	LCK
NM_004964	chr1	+	32757683	32799227	HDAC1
NM_023009	chr1	-	32799439	32801834	MARCKSL1
NM_001167676	chr1	-	32826870	32827844	FAM229A
NM_052841	chr1	+	32828139	32829910	TSSK3
NM_001143890	chr1	-	32830233	32860042	BSDC1
NM_001145720	chr1	+	32930672	32962286	ZBTB8B
NR_111980	chr1	+	33005027	33071542	ZBTB8A
NM_001366278	chr1	-	33086423	33116151	ZBTB8OS
NR_158773	chr1	-	33086423	33116533	ZBTB8OS
NM_005610	chr1	+	33116808	33151812	RBBP4
NM_001135256	chr1	+	33116958	33151812	RBBP4
NM_001161708	chr1	-	33145506	33168371	SYNC
NM_020888	chr1	+	33207430	33240571	KIAA1522
NM_001369553	chr1	+	33219599	33240571	KIAA1522
NM_001198973	chr1	+	33231227	33240571	KIAA1522
NM_003680	chr1	-	33240839	33283633	YARS1
NM_001256121	chr1	+	33283042	33324480	S100PBP
NM_022753	chr1	+	33283253	33324476	S100PBP
NR_135106	chr1	+	33290913	33324480	S100PBP
NM_001171941	chr1	-	33327868	33338085	FNDC5
NM_153756	chr1	-	33327868	33336513	FNDC5
NM_002143	chr1	+	33352091	33360247	HPCA
NM_001329724	chr1	-	33360195	33366990	TMEM54
NM_153341	chr1	-	33402049	33430410	RNF19B
NM_001319139	chr1	-	33473540	33502484	AK2
NM_001625	chr1	-	33473586	33502484	AK2
NM_001319140	chr1	-	33476825	33502512	AK2
NM_001319143	chr1	-	33478644	33502512	AK2
NM_001293562	chr1	+	33546753	33589093	AZIN2
NM_001301825	chr1	+	33547778	33586132	AZIN2
NR_126031	chr1	+	33547778	33567493	AZIN2
NM_018207	chr1	-	33610999	33647644	TRIM62
NM_001330483	chr1	-	33611002	33642151	TRIM62
NM_152493	chr1	+	33722092	33766320	ZNF362
NM_001370212	chr1	+	33735293	33766320	ZNF362
NM_001080438	chr1	-	33772366	33786699	A3GALT2
NM_001330488	chr1	-	33789223	33841194	PHC2
NM_004427	chr1	-	33789226	33815500	PHC2
NR_125978	chr1	+	33815952	33828846	PHC2-AS1
NM_145238	chr1	+	33938245	33962107	ZSCAN20
NM_001281956	chr1	-	33979598	34630875	CSMD2
NM_052896	chr1	-	33979598	34631443	CSMD2
NM_145205	chr1	+	34326075	34330392	HMGB4
NM_001352984	chr1	+	34329679	34330392	HMGB4
NR_038372	chr1	+	34334556	34351059	CSMD2-AS1
NM_032884	chr1	+	34632593	34684731	C1orf94
NM_001134734	chr1	+	34642507	34684731	C1orf94
NM_005268	chr1	+	35220647	35224113	GJB5
NM_153212	chr1	+	35225340	35227928	GJB4
NM_024009	chr1	+	35246814	35251965	GJB3
NM_001005752	chr1	+	35247868	35251965	GJB3
NM_002060	chr1	+	35258599	35261348	GJA4
NM_001164824	chr1	-	35315962	35324646	SMIM12
NM_001320261	chr1	-	35315962	35325350	SMIM12
NM_001080418	chr1	-	35331036	35395251	DLGAP3
NR_037869	chr1	-	35441299	35444307	LOC653160
NM_001195156	chr1	-	35447126	35450948	TMEM35B
NM_007167	chr1	-	35451765	35497546	ZMYM6
NM_001289088	chr1	+	35525386	35581459	ZMYM1
NM_001289089	chr1	+	35544963	35581459	ZMYM1
NM_024772	chr1	+	35544985	35581459	ZMYM1
NR_136702	chr1	-	35641978	35658746	SFPQ
NM_005066	chr1	-	35648536	35658746	SFPQ
NM_001350138	chr1	+	35734309	35887659	ZMYM4
NR_046659	chr1	-	35824424	35831678	ZMYM4-AS1
NM_024874	chr1	-	35899092	36023004	KIAA0319L
NM_001014841	chr1	+	36023392	36032380	NCDN
NM_014284	chr1	+	36023399	36032380	NCDN
NM_178548	chr1	+	36038914	36060927	TFAP2E
NM_001199779	chr1	-	36065142	36107127	PSMB2
NM_001199780	chr1	-	36065142	36097138	PSMB2
NM_001348691	chr1	-	36179476	36182512	C1orf216
NM_152374	chr1	-	36179477	36184485	C1orf216
NM_001330490	chr1	-	36185813	36235579	CLSPN
NM_001190481	chr1	-	36197712	36235579	CLSPN
NR_146062	chr1	+	36273236	36323490	AGO4
NM_017629	chr1	+	36273616	36323490	AGO4
NM_001317123	chr1	+	36335408	36389899	AGO1
NM_001317122	chr1	+	36348795	36389899	AGO1
NM_012199	chr1	+	36348809	36396132	AGO1
NM_024852	chr1	+	36396705	36538100	AGO3
NM_014466	chr1	+	36549694	36553876	TEKT2
NM_017825	chr1	+	36554492	36559533	ADPRHL2
NM_001294347	chr1	-	36560839	36590823	COL8A2
NM_001270894	chr1	-	36602169	36615115	TRAPPC3
NM_001270895	chr1	-	36602169	36621654	TRAPPC3
NM_014408	chr1	-	36602172	36615087	TRAPPC3
NM_001286365	chr1	+	36621760	36646450	MAP7D1
NM_001321471	chr1	+	36690043	36770957	THRAP3
NM_001162530	chr1	+	36771968	36786948	SH3D21
NM_024676	chr1	+	36772707	36786948	SH3D21
NM_018166	chr1	-	36787630	36789755	EVA1B
NR_130899	chr1	-	36787630	36789246	EVA1B
NM_001282547	chr1	-	36805228	36851525	STK40
NM_032881	chr1	-	36859036	36863509	LSM10
NM_001330493	chr1	-	36883506	36916086	OSCP1
NM_145047	chr1	-	36883506	36916052	OSCP1
NR_145725	chr1	-	36884048	36884179	SNORA63C
NM_206837	chr1	-	36893900	36916052	OSCP1
NM_031280	chr1	-	36921318	36929985	MRPS15
NM_000760	chr1	-	36931643	36948514	CSF3R
NM_156039	chr1	-	36931643	36948915	CSF3R
NM_000831	chr1	-	37261127	37500116	GRIK3
NR_038842	chr1	-	37920479	37940044	LINC01137
NM_025079	chr1	+	37940180	37949978	ZC3H12A
NM_022756	chr1	-	37955560	37980367	MEAF6
NM_024700	chr1	-	38000049	38019894	SNIP1
NM_003462	chr1	+	38022540	38032458	DNALI1
NM_001323623	chr1	-	38032412	38061586	GNL2
NM_013285	chr1	-	38032416	38061538	GNL2
NM_001242908	chr1	-	38076950	38100564	RSPO1
NM_001350765	chr1	-	38147241	38157914	C1orf109
NM_017850	chr1	-	38147241	38156201	C1orf109
NM_001256875	chr1	+	38158187	38175391	CDCA8
NM_001099439	chr1	-	38181647	38230792	EPHA10
NM_173641	chr1	-	38225944	38230824	EPHA10
NM_001031740	chr1	+	38259773	38267278	MANEAL
NM_152496	chr1	+	38261159	38267278	MANEAL
NM_024640	chr1	-	38268616	38273880	YRDC
NM_198446	chr1	+	38273461	38275126	C1orf122
NM_001142726	chr1	+	38273472	38275126	C1orf122
NM_005955	chr1	-	38275245	38325264	MTF1
NM_001297434	chr1	-	38326368	38397411	INPP5B
NM_001350228	chr1	-	38326368	38407936	INPP5B
NM_001365820	chr1	-	38326368	38412541	INPP5B
NM_005540	chr1	-	38326368	38412725	INPP5B
NR_158628	chr1	-	38326368	38412729	INPP5B
NR_158631	chr1	-	38326368	38397463	INPP5B
NM_006802	chr1	-	38422651	38455694	SF3A3
NM_001243878	chr1	-	38462441	38471186	FHL3
NM_016037	chr1	+	38478405	38490492	UTP11
NM_002699	chr1	-	38509500	38512465	POU3F1
NR_038928	chr1	-	38674705	38680439	LINC01343
NR_146761	chr1	+	38940867	38942156	LINC01685
NM_022157	chr1	-	39303870	39325444	RRAGC
NR_037632	chr1	-	39328161	39339050	MYCBP
NR_037633	chr1	-	39328161	39347298	GJA9-MYCBP
NM_012333	chr1	-	39328165	39339020	MYCBP
NR_135048	chr1	+	39339072	39341898	LOC105378663
NM_030772	chr1	-	39339740	39347259	GJA9
NM_001304746	chr1	-	39351478	39395191	RHBDL2
NM_017821	chr1	-	39351478	39407502	RHBDL2
NM_001136275	chr1	+	39456915	39471737	AKIRIN1
NM_024595	chr1	+	39456947	39471731	AKIRIN1
NM_001184979	chr1	+	39491966	39500308	NDUFS5
NM_004552	chr1	+	39492021	39500287	NDUFS5
NM_012090	chr1	+	39549838	39952810	MACF1
NM_015038	chr1	+	39874744	39882154	KIAA0754
NM_181809	chr1	+	39957307	39995541	BMP8A
NR_132962	chr1	+	39980537	39982341	OXCT2P1
NR_003929	chr1	-	39987951	40025370	PPIEL
NM_001135653	chr1	-	40026489	40042462	PABPC4
NR_125979	chr1	+	40030741	40038875	PABPC4-AS1
NR_002983	chr1	-	40033045	40033182	SNORA55
NM_014571	chr1	-	40089106	40105315	HEYL
NM_032526	chr1	-	40124792	40137710	NT5C1A
NM_001282396	chr1	-	40144319	40157157	HPCAL4
NM_016257	chr1	-	40144319	40157105	HPCAL4
NM_001319293	chr1	+	40204516	40229586	PPIE
NR_036543	chr1	+	40204516	40222441	PPIE
NM_006112	chr1	+	40204553	40222441	PPIE
NM_001720	chr1	-	40222853	40254537	BMP8B
NM_022120	chr1	-	40235194	40237020	OXCT2
NR_135805	chr1	+	40254647	40255842	LOC101929536
NM_017646	chr1	-	40303781	40349176	TRIT1
NR_132401	chr1	-	40306705	40349183	TRIT1
NM_001033082	chr1	-	40361099	40367589	MYCL
NM_005376	chr1	-	40365283	40367589	MYCL
NM_001287808	chr1	+	40420783	40435640	MFSD2A
NM_001349822	chr1	+	40420816	40435628	MFSD2A
NM_001350480	chr1	+	40505736	40538321	CAP1
NM_001350483	chr1	+	40506254	40538321	CAP1
NM_001350477	chr1	+	40506400	40538320	CAP1
NM_001350481	chr1	+	40506522	40538321	CAP1
NM_001142604	chr1	-	40537132	40562924	PPT1
NM_000310	chr1	-	40538381	40563142	PPT1
NM_012421	chr1	+	40627058	40706593	RLF
NM_001008740	chr1	+	40713608	40717355	TMCO2
NM_005857	chr1	+	40723907	40759852	ZMPSTE24
NM_001852	chr1	-	40766160	40782958	COL9A2
NM_022733	chr1	+	40839398	40888994	SMAP2
NM_001198978	chr1	+	40840304	40888998	SMAP2
NM_001198979	chr1	+	40859016	40888998	SMAP2
NM_001198980	chr1	+	40862471	40888998	SMAP2
NM_001369565	chr1	+	40915735	40929387	ZFP69B
NM_023070	chr1	+	40916147	40929387	ZFP69B
NM_198494	chr1	+	40942961	40962015	ZFP69
NM_001346953	chr1	+	40974390	40981722	EXO5
NM_152373	chr1	+	40997308	41013838	ZNF684
NM_014747	chr1	-	41086351	41131354	RIMS3
NR_024567	chr1	-	41154751	41157933	NFYC-AS1
NM_014223	chr1	+	41157375	41237275	NFYC
NM_001142590	chr1	+	41157679	41237275	NFYC
NM_001308115	chr1	+	41175037	41237275	NFYC
NM_001308114	chr1	+	41204507	41237276	NFYC
NM_004700	chr1	+	41249458	41306124	KCNQ4
NM_133467	chr1	-	41326725	41328035	CITED4
NR_125440	chr1	+	41445367	41478237	CTPS1
NM_001301237	chr1	+	41454190	41478237	CTPS1
NR_037868	chr1	+	41480261	41509562	SLFNL1-AS1
NM_001168247	chr1	-	41481268	41487427	SLFNL1
NM_001300859	chr1	-	41481268	41487397	SLFNL1
NM_001172221	chr1	-	41492870	41628689	SCMH1
NR_135092	chr1	-	41492870	41627104	SCMH1
NM_001172220	chr1	-	41492873	41707978	SCMH1
NM_001291281	chr1	+	41827105	41849262	FOXO6
NR_135817	chr1	-	41840675	41841341	FOXO6-AS1
NM_001956	chr1	-	41944445	41950354	EDN2
NM_024503	chr1	-	41972035	42384593	HIVEP3
NR_038260	chr1	-	42312859	42384593	HIVEP3
